chipset,core_clock,boost_clock,memory_clock,memory,memory_ver,bus_width,shaders,TMUs,ROPs,PCIe,TDP,rec_psu,detail_URL,g3dmark,g2dmark,api_score,blender_score,no_benchmark,1080p_fps,1440p_fps,4k_fps,fps_score
Radeon HD 4890,850,850,975,1.0,5,256,800,40,16,PCIe 2.0 x16,190,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4890.c244,0.0359578859001714,0.04068117313150427,0.014677260545853905,0.009722032233335927,0.0,,,,0.13160742496353306
FirePro V5800,690,700,1000,1.0,5,128,800,40,16,PCIe 2.0 x16,74,250 W,https://www.techpowerup.com/gpu-specs/firepro-v5800.c2441,0.023820350484452066,0.2639545884578997,0.010313647923142131,0.006606089539084405,0.0,,,,0.1162143688233739
FirePro R5000,825,825,800,2.0,5,256,768,48,32,PCIe 3.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/firepro-r5000.c2037,0.07492392178810033,0.5345316934720907,0.03165920747990857,0.011772167877750183,0.0,,,,0.1593169548145973
FirePro V7750,800,800,900,1.0,3,128,320,32,8,PCIe 2.0 x16,76,250 W,https://www.techpowerup.com/gpu-specs/firepro-v7750.c860,0.014722135886429843,0.2122286795512907,0.00910024754919665,0.0013777662509352844,0.0,,,,0.09019902878222368
Quadro K4000M,601,600,700,4.0,5,256,960,80,32,MXM-B (3.0),100,300 W,https://www.techpowerup.com/gpu-specs/quadro-k4000m.c1422,0.050508937003742704,0.2753074739829707,0.015692487789125256,0.019573504277427628,0.0,,,,0.13976871809265798
FirePro 2460,500,500,500,0.5,3,256,80,8,4,PCIe 2.0 x16,17,200 W,https://www.techpowerup.com/gpu-specs/firepro-2460-multi-view.c1385,0.006226695582216939,0.14257332071901607,0.008801537006120986,0.0007871813350837831,0.0,,,,0.03763997308092207
FirePro W8000,900,900,1375,4.0,5,256,1792,112,32,PCIe 3.0 x16,225,550 W,https://www.techpowerup.com/gpu-specs/firepro-w8000.c586,0.12707684773864075,0.4824976348155156,0.1405348833009167,0.021673307352034345,0.0,,,,0.19944443061962908
Radeon HD 5830,800,800,1000,1.0,5,256,1120,56,16,PCIe 2.0 x16,175,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5830.c251,0.04302354052257862,0.304635761589404,0.03066512085306989,0.011233392548661377,0.0,,,,0.1354322354004183
Radeon HD 5970,725,850,1000,1.0,5,256,1600,80,32,PCIe 2.0 x16,295,600 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5970.c254,0.06100248347266431,0.315042573320719,0.022351994080974123,0.013198186205429754,0.0,,,,0.1869464842939488
Radeon HD 5570,550,650,800,1.0,3,128,400,20,8,PCIe 2.0 x16,39,200 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5570.c2216,0.00851568785197104,0.17859981078524126,0.0038852783272110766,0.0012436978518759977,0.0,,,,0.07450318692110683
Radeon HD 4670 X2,750,725,700,0.5,3,128,320,32,8,PCIe 2.0 x16,118,300 W,https://www.techpowerup.com/gpu-specs/radeon-hd-4670-x2.c1169,0.013501696456679143,0.20343424787133396,0.008667517810321152,0.0013905962386790889,0.0,,,,0.0814591606635286
Radeon HD 6990,830,830,1250,2.0,5,256,1536,96,32,PCIe 2.0 x16,375,750 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6990.c275,0.08772604848018468,0.5392620624408704,0.03814812178484709,0.013159413171508701,0.0,55.0,40.0,18.0,0.23072443471954834
FirePro V8800,825,825,1150,2.0,5,256,1600,80,32,PCIe 2.0 x16,208,550 W,https://www.techpowerup.com/gpu-specs/firepro-v8800.c570,0.06009304277869111,0.3888363292336802,0.04179791536828289,0.013119217133580292,0.0,,,,0.18403319492105044
FirePro W600,750,600,1000,2.0,5,128,512,32,16,PCIe 3.0 x16,75,250 W,https://www.techpowerup.com/gpu-specs/firepro-w600.c562,0.043618174822484174,0.5402081362346263,0.013158847473976736,0.0038810904188987146,0.0,,,,0.09612654226044799
FirePro W4300,930,930,1500,4.0,5,128,768,48,16,PCIe 3.0 x16,50,250 W,https://www.techpowerup.com/gpu-specs/firepro-w4300.c2781,0.08247927524572388,0.6726584673604541,0.072331525699001,0.01853806229697329,0.0,,,,0.14242886386811565
GeForce GTX 465,608,607,802,1.0,5,256,352,44,32,PCIe 2.0 x16,200,550 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-465.c266,0.07611319038791144,0.3727530747398297,0.033776692366689544,0.010817056768679213,0.0,,,,0.12202666615059647
GeForce GTX 460 SE,650,660,850,1.0,5,256,288,48,32,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-se.c357,0.051383399209486175,0.282876064333018,0.021818108424494408,0.0116856783062274,0.0,,,,0.12655559059622312
Radeon HD 6790,840,900,1050,1.0,5,256,800,40,16,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6790.c283,0.03875616495855049,0.293282876064333,0.014677260545853905,0.009722032233335927,0.0,,,,0.1374340036972715
GeForce GTX 460 X2,701,700,900,1.0,5,256,336,56,32,PCIe 2.0 x16,160,450 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-x2.c1928,0.06326034488789395,0.30553453169347206,0.030168785476891377,0.0116856783062274,0.0,,,,0.13288469548933868
Radeon HD 6870 X2,900,900,1050,1.0,5,256,1120,56,32,PCIe 2.0 x16,300,700 W,https://www.techpowerup.com/gpu-specs/radeon-hd-6870-x2.c1174,0.06519675399629228,0.3241438032166509,0.030671477234676878,0.012186193188860175,0.0,,,,0.17829597925969345
Radeon HD 5670,650,775,795,1.0,5,128,400,20,8,PCIe 2.0 x16,64,250 W,https://www.techpowerup.com/gpu-specs/radeon-hd-5670.c248,0.0097589982160971,0.20719016083254493,0.0049045331611028125,0.0015415800240839636,0.0,,,,0.09728470726781739
GeForce GTX 560 SE,736,746,957,1.0,5,192,288,48,24,PCIe 2.0 x16,150,450 W,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-se.c341,0.05533596837944664,0.3339640491958373,0.025663020223630564,0.008002094723103306,0.0,,,,0.1220153528847763
FirePro V9800,850,850,1150,4.0,5,256,1600,80,32,PCIe 2.0 x16,250,600 W,https://www.techpowerup.com/gpu-specs/firepro-v9800.c569,0.07772220084647942,0.5629139072847682,0.05155071256319828,0.02072863160568404,0.0,,,,0.1869464842939488
Radeon R7 260,1000,1000,1500,2.0,5,128,768,48,16,PCIe 3.0 x16,95,250 W,https://www.techpowerup.com/gpu-specs/radeon-r7-260.c2511,0.0834936514043863,0.47209082308420053,0.07416851929230056,0.007643933795121082,0.0,,,,0.1505860741062019
FirePro V8750,750,750,900,2.0,5,256,800,40,16,PCIe 2.0 x16,151,450 W,https://www.techpowerup.com/gpu-specs/firepro-v8750.c862,0.05546783728007276,0.3185052034058657,0.02099888172262639,0.009710946573085024,0.0,,,,0.1199542674749542
FirePro S9000,900,900,1375,6.0,5,384,1792,112,32,PCIe 3.0 x16,225,550 W,https://www.techpowerup.com/gpu-specs/firepro-s9000.c1879,0.15929203539823011,0.4739829706717124,0.15368857368627703,0.02189972565094781,0.0,,,,0.19735775053445642
FirePro S10000,825,825,1250,3.0,5,384,1792,112,32,PCIe 3.0 x16,375,750 W,https://www.techpowerup.com/gpu-specs/firepro-s10000.c802,0.16824652838504323,0.4096499526963103,0.18521172243975292,0.02102582522756586,0.0,,,,0.18861788246399452
