name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,threadMark,powerPerf,category
AMD Athlon II X3 400e,,3,2.2,2.2,45,,False,Rana,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",25.49,1320,908,29.34,Desktop
AMD Athlon II X3 405e,,3,2.3,2.3,45,,False,Rana,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",112.9,1331,973,29.58,Desktop
AMD Athlon II X4 605e,,4,2.3,2.3,45,,False,Propus,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",19.97,1957,1005,43.49,Desktop
AMD Phenom II X3 705e,,3,2.5,2.5,65,,False,Heka,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 2nd, 2009",152.34,1222,962,18.81,Desktop
Intel Celeron E3200,,2,2.4,2.4,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 30th, 2009",19.99,860,992,13.23,Desktop
AMD Athlon II X2 265,,2,3.2,3.2,65,,False,Regor,Socket AM3,45 nm,,"DDR2, DDR3",,"Sep 21st, 2010",15.5,1233,1344,18.97,Desktop
AMD Phenom II X2 545,,2,3.0,3.0,80,,False,Callisto,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2009",43.98,1107,1083,13.84,Desktop
AMD Sempron 130,,1,2.6,2.6,45,,False,Sargas,Socket AM3,45 nm,,DDR3,,"Aug 1st, 2011",30.0,501,1064,11.13,Unknown
Intel Pentium G630T,,2,2.3,2.3,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,3 MB,DDR3,,"Sep 4th, 2011",84.07,1029,1040,29.4,Desktop
Intel Celeron G465,,2,1.9,1.9,35,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32 nm,1.5 MB,DDR3,,"Sep 1st, 2012",40.0,480,739,13.71,Desktop
Intel Xeon E3-1265L V2,,4,2.5,2.5,45,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",149.99,4711,1552,104.68,Server
Intel Celeron G1630,,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,2 MB,DDR3,,"Sep 1st, 2013",69.99,1707,1553,31.04,Desktop
Intel Celeron G1830,,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Dec 1st, 2013",89.0,1560,1513,29.44,Desktop
Intel Xeon E5-2603,98.95,4,1.8,1.8,80,,False,Sandy Bridge-EP,Socket 2011,32 nm,10 MB,DDR3,,"Mar 6th, 2012",71.96,2362,868,29.53,Server
Intel Pentium G3440,,2,3.3,3.3,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"May 1st, 2014",59.0,2129,1895,40.18,Desktop
Intel Core i3-4160T,,2,3.1,3.1,35,Intel HD Graphics 4400,True,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Jul 21st, 2014",59.99,3133,1771,89.53,Desktop
AMD Athlon X4 530,,4,2.0,2.0,25,,False,,,,,,,,,1786,690,71.42,Desktop
Intel Pentium G4400T,,2,2.9,2.9,35,Intel HD Graphics 510,False,,,,,,,,,2312,1723,66.06,Desktop
Intel Pentium G4500T,,2,3.0,3.0,35,Intel HD Graphics 530,False,,,,,,,,,2518,1845,71.95,Desktop
Intel Celeron G3930T,,2,2.7,2.7,35,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14 nm,2 MB,DDR4,,"Jan 3rd, 2017",97.17,2109,1650,60.26,Desktop
AMD Athlon II X3 445,,3,3.1,3.1,95,,False,Rana,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",15.21,1808,1282,19.03,Desktop
AMD Phenom II X3 720,,3,2.8,2.8,95,,False,Heka,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 1st, 2010",64.45,1466,1081,15.43,Desktop
AMD Phenom II X4 805,,4,2.5,2.5,95,,False,Deneb,Socket AM3,45 nm,4 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",173.99,1844,999,19.42,Desktop
AMD Phenom II X4 910,,4,2.6,2.6,95,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",100.0,1776,988,18.7,Desktop
AMD Athlon II X2 235e,,2,2.7,2.7,45,,False,Regor,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",97.5,1049,1107,23.3,Desktop
AMD Athlon II X2 245e,,2,2.9,2.9,45,,False,Regor,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",19.99,1075,1145,23.89,Desktop
AMD Athlon II X3 415e,,3,2.5,2.5,45,,False,Rana,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",75.0,1441,1028,32.02,Desktop
AMD Athlon II X4 600e,,4,2.2,2.2,45,,False,Propus,Socket AM3,45 nm,,DDR3,,"Oct 20th, 2009",19.99,1711,913,38.02,Desktop
AMD Athlon II X4 610e,,4,2.4,2.4,45,,False,Propus,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",17.9,1871,999,41.59,Desktop
AMD Phenom II X4 905e,,4,2.5,2.5,65,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 2nd, 2009",53.99,1895,1029,29.16,Desktop
Intel Celeron E1500,,2,2.2,2.2,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Nov 30th, 2008",19.65,649,785,9.98,Desktop
Intel Core i5-655K,,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"H55, H57, P55","May 30th, 2010",77.99,2017,1446,27.63,Desktop
AMD Phenom II X4 970,,4,3.5,3.5,125,,False,Zosma,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",59.88,2644,1412,21.15,Unknown
AMD Sempron X2 190,,2,2.5,2.5,45,,False,,,,,,,,83.44,879,977,19.53,Unknown
AMD Phenom II X4 B99,,4,3.3,3.3,95,,False,,,,,,,,,2536,1377,26.7,Unknown
